%time,field.v,field.h,field.vl,field.actual_v,field.u,field.rpm,field.pwm
1423683770777383642,1.05152439578,2.09064,1.093307844,0.87608,4.44902285763,94.0,1396
1423683770895637308,1.0905143225,2.11312,1.12125544306,0.87608,3.95831198271,94.0,1396
1423683771013258308,1.12409175993,2.1356,1.28281456734,0.87608,4.44898975995,94.0,1395
1423683771132573975,1.16307687888,2.14684,1.38411693093,0.0,4.44897306622,94.0,1393
1423683771250464975,1.20205941499,2.14684,1.33940451232,0.95064,4.44895713344,102.0,1392
1423683771366369308,1.24103936841,2.14684,1.24380035672,0.95064,2.12071576274,102.0,1391
1423683771483398308,1.25434796793,2.14684,1.20302326965,0.95064,-0.535252250278,102.0,1391
1423683771604437975,1.23837360566,2.14684,1.21074106393,0.95064,0.683596174119,102.0,1390
1423683771721576642,1.23583807844,2.14684,1.22745960496,0.0,1.62504252941,102.0,1388
1423683771839609975,1.24368218624,2.14684,1.24012967298,1.08112,1.81671394148,116.0,1388
1423683771956649642,1.25363899162,2.14684,1.2510931243,1.08112,1.81288767904,116.0,1388
1423683772074566975,1.26355299466,2.12436,1.111605661,1.08112,-5.46407576289,116.0,1387
1423683772193461642,1.19323761485,2.11312,1.05857488923,1.08112,-4.38403586759,116.0,1387
1423683772312160308,1.13483405353,2.10188,1.03546659411,1.19296,-2.45726386104,128.0,1387
1423683772431285308,1.09767681168,2.0794,0.926352123808,1.19296,-5.88419799055,128.0,1387
1423683772549892976,1.02273976077,2.0232,0.716561478967,1.19296,-6.22815109417,128.0,1388
1423683772666311310,0.944015166776,2.01196,0.656829976648,1.28616,-6.22811107757,138.0,1388
1423683772785644977,0.865295764207,2.00072,0.698232975631,1.28616,-5.00480932106,138.0,1389
1423683772901568310,0.800068035541,1.98948,0.71493615218,1.28616,-0.610454856026,138.0,1390
1423683773017709310,0.783292156662,1.98948,0.727197203428,1.28616,0.951443530496,138.0,1392
1423683773136295643,0.783737278416,1.98948,0.770525585855,1.32344,3.1450012162,142.0,1393
1423683773252411977,0.808366449778,1.97824,0.748796792658,1.32344,0.616186642146,142.0,1394
